number,control,word,label
399, 0.0, sumtime, 1
400, 0.0, wat, 1
401, 0.5882, do, 1
402, 0.875, fun, 1
403, 0.0, Kewl, 1
404, 0.25, friend, 1
405, 0.0, borther, 1
406, 0.75, have, 1
407, 1.0, play, 1
408, 0.6667, get, 1
409, 0.0, xbox, 1
410, 0.0, lol, 1
411, 0.4, k, 1
412, 0.0, Haha, 1
413, 0.0, wat, 1
414, 0.5882, do, 1
415, 0.0, lol, 1
416, 0.5, remove, 1
417, 0.0, Haha, 1
418, 0.5882, do, 1
419, 0.25, wiggler, 1
420, 0.0, ooo, 1
421, 0.2353, girl, 1
422, 0.2353, girl, 1
423, 0.0, Haha, 1
424, 0.5, think, 1
425, 0.75, have, 1
426, 0.2222, joystick, 1
427, 0.0, Hmmmm, 1
428, 0.0, Watever, 1
429, 0.0, shoudl, 1
430, 0.5882, do, 1
431, 0.5, wit, 1
432, 0.0, lol, 1
433, 0.5, wont, 1
434, 0.6364, make, 1
435, 0.0, yhe, 1
436, 0.4, button, 1
437, 0.5, be, 1
438, 0.6667, stick, 1
439, 0.0, Haha, 1
440, 0.0, goona, 1
441, 0.6316, beat, 1
442, 0.5, wit, 1
443, 0.0, Hmmm, 1
444, 0.0, wat, 1
445, 0.0, coudl, 1
446, 0.5882, do, 1
447, 0.0, Haha, 1
448, 0.5, c, 1
449, 0.4286, couple, 1
450, 0.6667, time, 1
451, 0.8235, move, 1
452, 0.4, summer, 1
453, 0.4615, hr, 1
454, 0.5, think, 1
455, 0.5, be, 1
456, 0.0, mira, 1
457, 0.0, loma, 1
458, 0.2667, riverside, 1
459, 0.0, dont, 1
460, 0.0, rememebr, 1
461, 0.5, live, 1
462, 0.0, st, 1
463, 0.0, loui, 1
464, 0.75, have, 1
465, 0.5, be, 1
466, 0.5, snow, 1
467, 0.0, Pretty, 1
468, 0.0, mountan, 1
469, 0.0, til, 1
470, 0.4, sun, 1
471, 0.0, nite, 1
472, 0.4, sun, 1
473, 0.4, afternoon, 1
474, 0.5, think, 1
475, 0.3529, y, 1
476, 0.0, nah, 1
477, 0.5, be, 1
478, 0.3333, Yea, 1
479, 0.2353, tom, 1
480, 0.0, Aaround, 1
481, 0.7059, call, 1
482, 0.0, haha, 1
483, 0.0, watever, 1
484, 0.5882, do, 1
485, 0.8889, tease, 1
486, 0.0, wat, 1
487, 0.8, want, 1
488, 0.8, wear, 1
489, 0.0, dont, 1
490, 0.75, have, 1
491, 0.4, ne, 1
492, 0.4, buy, 1
493, 0.0, lol, 1
494, 0.0, lol, 1
495, 0.0, nothin, 1
496, 0.0, reall, 1
497, 0.4, ok, 1
498, 0.1538, bra, 1
499, 0.1429, panty, 1
500, 0.0, dont, 1
501, 0.5, think, 1
502, 0.0, coudl, 1
503, 0.0, jsut, 1
504, 0.6, sit, 1
505, 0.6, nark, 1
506, 0.0, Haha, 1
507, 0.3333, freak, 1
508, 0.0, lol, 1
509, 0.0, wat, 1
510, 0.0, gon, 1
511, 0.5882, do, 1
512, 0.5882, do, 1
513, 0.0, Haha, 1
514, 0.0, wat, 1
515, 0.0, gon, 1
516, 0.8, wear, 1
517, 0.1538, bra, 1
518, 0.1429, panty, 1
519, 0.0, lol, 1
520, 0.0, Haha, 1
521, 0.4, ok, 1
522, 0.6667, get, 1
523, 0.4, cotton, 1
524, 0.0, pnaty, 1
525, 0.0, ud, 1
526, 0.0, strect, 1
527, 0.7, Stretch, 1
528, 0.6667, get, 1
529, 0.2857, ta, 1
530, 0.2222, joystick, 1
531, 0.0, dont, 1
532, 0.0, lol, 1
533, 0.0, Haha, 1
534, 0.6667, get, 1
535, 0.2857, ta, 1
536, 0.5, c, 1
537, 0.0, tha, 1
538, 0.375, t, 1
539, 0.2222, silly, 1
540, 0.5, be, 1
541, 0.1818, mom, 1
542, 0.5, be, 1
543, 0.7059, call, 1
544, 0.625, Miss, 1
545, 0.0, dunoo, 1
546, 0.6667, get, 1
547, 0.6667, movie, 1
548, 0.0, Wat, 1
549, 0.0, doin, 1
550, 0.4, ok, 1
551, 0.8235, Wash, 1
552, 0.0, panties, 1
553, 0.6316, bye, 1
554, 0.375, January, 1
555, 0.5, forget, 1
556, 0.5, be, 1
557, 0.0, lol, 1
558, 0.4, k, 1
559, 0.4, k, 1
560, 0.4, K, 1
561, 0.4615, n, 1
562, 0.6667, get, 1
563, 0.8235, go, 1
564, 0.6667, see, 1
565, 0.0, narnia, 1
566, 0.2222, wi, 1
567, 0.25, friend, 1
568, 0.6667, movie, 1
569, 0.0, lol, 1
570, 0.5, be, 1
571, 0.8235, go, 1
572, 0.0, til, 1
573, 0.2353, tom, 1
574, 0.6667, night, 1
575, 0.3529, y, 1
576, 0.25, wan, 1
577, 0.5, come, 1
578, 0.5, be, 1
579, 0.4615, n, 1
580, 0.5882, do, 1
581, 0.5, c, 1
582, 0.4, ok, 1
583, 0.5, forget, 1
584, 0.75, leave, 1
585, 0.25, wan, 1
586, 0.5, come, 1
587, 0.8, want, 1
588, 0.7059, call, 1
589, 0.6667, get, 1
590, 0.875, hell, 1
591, 0.3333, yea, 1
592, 0.8, want, 1
593, 0.625, say, 1
594, 0.75, hit, 1
595, 0.6, bunch, 1
596, 0.2353, bot, 1
597, 0.4, ok, 1
598, 0.75, address, 1
599, 0.75, address, 1
600, 0.0, lol, 1
601, 0.4, ok, 1
602, 0.0, lil, 1
603, 0.6667, get, 1
604, 0.2857, ta, 1
605, 0.6667, get, 1
606, 0.8235, go, 1
607, 0.2222, missy, 1
608, 0.4, dump, 1
609, 0.4, ok, 1
610, 0.6667, get, 1
611, 0.6154, cell, 1
612, 0.7059, call, 1
613, 0.4, ok, 1
614, 0.0, cya, 1
