number,control,word,label
439, 0.0, kinda, 1
440, 0.1538, shorts, 1
441, 0.2667, Denim, 1
442, 0.5882, do, 1
443, 0.5, know, 1
444, 0.0, peakin, 1
445, 0.5, be, 1
446, 0.0, peekin, 1
447, 0.0, lol, 1
448, 0.4, Pervert, 1
449, 0.0, Haha, 1
450, 0.0, Haha, 1
451, 0.4, b, 1
452, 0.4, k, 1
453, 0.5714, keep, 1
454, 0.4706, eye, 1
455, 0.0, \, 1
456, 0.0, Haha, 1
457, 0.0, Hehehe, 1
458, 0.5, cool, 1
459, 0.3529, y, 1
460, 0.625, say, 1
461, 0.0, dunno, 1
462, 0.5455, chat, 1
463, 0.4286, guess, 1
464, 0.0, lol, 1
465, 0.6364, make, 1
466, 0.0, sesnse, 1
467, 0.4286, guess, 1
468, 0.375, d, 1
469, 0.0, lol, 1
470, 0.8235, go, 1
471, 0.3333, yea, 1
472, 0.4, ok, 1
473, 0.4615, month, 1
474, 0.0, Kool, 1
475, 0.5, be, 1
476, 0.5, tire, 1
477, 0.0, Nah, 1
478, 0.0, itz, 1
479, 0.0, kewl, 1
480, 0.6667, get, 1
481, 0.625, chill, 1
482, 0.0, myslf, 1
483, 0.4, k, 1
484, 0.0, nat, 1
485, 0.5714, keep, 1
486, 0.0, goin, 1
487, 0.5, be, 1
488, 0.0, urself, 1
489, 0.0, Haha, 1
490, 0.0, kewl, 1
491, 0.0, Hehe, 1
492, 0.5882, do, 1
493, 0.8235, go, 1
494, 0.9333, activity, 1
495, 0.5882, do, 1
496, 0.75, have, 1
497, 0.5, plan, 1
498, 0.5882, do, 1
499, 0.0, Watever, 1
500, 0.8, want, 1
501, 0.0, Dont, 1
502, 0.6, tell, 1
503, 0.0, lol, 1
504, 0.6667, get, 1
505, 0.5, killer, 1
506, 0.0, entertinment, 1
507, 0.5333, centre, 1
508, 0.0, haah, 1
509, 0.0, anything, 1
510, 0.8, want, 1
511, 0.0, nothin, 1
512, 0.0, lol, 1
513, 0.0, Wat, 1
514, 0.8, want, 1
515, 0.5882, do, 1
516, 0.5882, do, 1
517, 0.5, consider, 1
518, 0.0, wierd, 1
519, 0.0, hmmm, 1
520, 0.7692, stuff, 1
521, 0.0, Haha, 1
522, 0.4, ok, 1
523, 0.0, dotn, 1
524, 0.0, mcuh, 1
525, 0.0, dont, 1
526, 0.6667, get, 1
527, 0.2857, ta, 1
528, 0.625, worry, 1
529, 0.7, bout, 1
530, 0.2, dat, 1
531, 0.6364, make, 1
532, 0.8235, move, 1
533, 0.0, Haha, 1
534, 0.0, Lol, 1
535, 0.4, k, 1
536, 0.5, be, 1
537, 0.5, expect, 1
538, 0.7143, face, 1
539, 0.75, have, 1
540, 0.5455, finger, 1
541, 0.6667, mark, 1
542, 0.7143, face, 1
543, 0.0, sumthin, 1
544, 0.0, Haha, 1
545, 0.3529, y, 1
546, 0.0, woudl, 1
547, 0.5882, do, 1
548, 0.0, hella, 1
549, 0.0, Heehee, 1
550, 0.8, stop, 1
551, 0.5, be, 1
552, 0.0, Nuh, 1
553, 0.0, lol, 1
554, 0.0, fione, 1
555, 0.0, lol, 1
556, 0.875, try, 1
557, 0.5, be, 1
558, 0.0, lol, 1
559, 0.4286, guess, 1
560, 0.6364, make, 1
561, 0.6, guy, 1
562, 0.4286, couple, 1
563, 0.6667, time, 1
564, 0.0, kool, 1
565, 0.75, have, 1
566, 0.0, lol, 1
567, 0.0, Haha, 1
568, 0.0, Haha, 1
569, 0.7143, hope, 1
570, 0.0, aint, 1
571, 0.0, gettin, 1
572, 0.0, nosy, 1
573, 0.0, nah, 1
574, 0.4, ok, 1
575, 0.0, tryin, 1
576, 0.6667, get, 1
577, 0.5, know, 1
578, 0.0, Hehe, 1
579, 0.0, kool, 1
580, 0.0, Kinda, 1
581, 0.0, quez, 1
582, 0.0, huh, 1
583, 0.5, like, 1
584, 0.7143, question, 1
585, 0.5, be, 1
586, 0.5, mean, 1
587, 0.3333, yea, 1
588, 0.875, fun, 1
589, 0.0, lol, 1
590, 0.4, ok, 1
591, 0.5455, let, 1
592, 0.6667, see, 1
593, 0.5, be, 1
594, 0.7143, height, 1
595, 0.7, bout, 1
596, 0.5, be, 1
597, 0.4, k, 1
598, 0.6667, time, 1
599, 0.75, have, 1
600, 0.7, drink, 1
601, 0.0, New, 1
602, 0.4286, year, 1
603, 0.7, bout, 1
604, 0.5, be, 1
605, 0.875, waste, 1
606, 0.0, buzzin, 1
607, 0.5, be, 1
608, 0.875, buzz, 1
609, 0.4, k, 1
610, 0.0, Whens, 1
611, 0.6667, time, 1
612, 0.6364, make, 1
613, 0.0, Lol, 1
614, 0.4286, year, 1
615, 0.6, Guy, 1
616, 0.2353, girl, 1
617, 0.6316, matter, 1
618, 0.0, lol, 1
619, 0.4, k, 1
620, 0.0, hmmm, 1
621, 0.5, wit, 1
622, 0.2353, girl, 1
623, 0.3529, y, 1
624, 0.5, like, 1
625, 0.4, K, 1
626, 0.4, appreciate, 1
627, 0.6667, honesty, 1
628, 0.5455, let, 1
629, 0.625, say, 1
630, 0.6, guy, 1
631, 0.5882, do, 1
632, 0.0, lol, 1
633, 0.0, Haha, 1
634, 0.0, yep, 1
635, 0.0, hmm, 1
636, 0.5, be, 1
637, 0.0, dont, 1
638, 0.0, wana, 1
639, 0.5, c, 1
640, 0.6, guy, 1
641, 0.5882, do, 1
642, 0.4, k, 1
643, 0.5, be, 1
644, 0.75, have, 1
645, 0.6667, experience, 1
646, 0.0, thyere, 1
647, 0.0, lol, 1
648, 0.0, Haha, 1
649, 0.7143, hope, 1
650, 0.2, dat, 1
651, 0.0, aint, 1
652, 0.0, thats, 1
653, 0.4, ok, 1
654, 0.4, k, 1
655, 0.5882, do, 1
656, 0.3333, believe, 1
657, 0.7059, save, 1
658, 0.0, urself, 1
659, 1.0, marriage, 1
660, 0.0, Hehe, 1
661, 0.0, nah, 1
662, 0.5882, do, 1
663, 0.0, lol, 1
664, 0.8, find, 1
665, 1.0, rite, 1
666, 0.6, guy, 1
667, 0.4, K, 1
668, 0.0, kool, 1
669, 0.0, hmm, 1
670, 0.6, guy, 1
671, 0.6154, age, 1
672, 0.5, be, 1
673, 0.2222, dork, 1
674, 0.0, callin, 1
675, 0.0, icky, 1
676, 0.5882, do, 1
677, 0.2222, makin, 1
678, 0.75, have, 1
679, 0.5, allow, 1
680, 0.8235, go, 1
681, 0.0, Haha, 1
682, 0.0, Kiddin, 1
683, 0.5, be, 1
684, 0.0, lol, 1
685, 0.0, Hehe, 1
686, 0.7059, answer, 1
687, 0.0, pl, 1
688, 0.5, like, 1
689, 0.0, touchin, 1
690, 0.4, k, 1
691, 0.3529, y, 1
692, 0.0, wat, 1
693, 0.0, Whats, 1
694, 0.5333, food, 1
695, 0.4, Pie, 1
696, 0.0, Kool, 1
697, 0.2353, Wats, 1
698, 0.2222, ur, 1
699, 0.5, like, 1
700, 0.25, rice, 1
701, 0.0, lol, 1
702, 0.0, lol, 1
703, 0.75, have, 1
704, 0.7143, lot, 1
705, 0.5, like, 1
706, 0.25, rice, 1
707, 0.0, Kewl, 1
708, 0.2667, Shrimp, 1
709, 0.4615, n, 1
710, 0.0, chiken, 1
711, 0.7059, answer, 1
712, 0.7143, question, 1
713, 0.8, want, 1
714, 0.5, know, 1
715, 0.8, feel, 1
716, 0.2222, makin, 1
717, 0.9091, case, 1
718, 0.0, sumthin, 1
719, 0.5, happen, 1
720, 0.0, dont, 1
721, 0.6364, make, 1
722, 0.8235, move, 1
723, 0.0, Hehe, 1
724, 0.0, checkin, 1
725, 0.8571, comfort, 1
726, 0.4, zone, 1
727, 0.0, lol, 1
728, 0.4, depend, 1
729, 0.4286, guess, 1
730, 0.0, dunno, 1
731, 0.4, k, 1
732, 0.6667, get, 1
733, 0.5, plan, 1
734, 0.5, be, 1
735, 0.0, wantin, 1
736, 0.5, be, 1
737, 0.0, wantin, 1
738, 0.5, like, 1
739, 0.8, want, 1
740, 0.875, hell, 1
741, 0.8, want, 1
742, 0.0, Haha, 1
743, 0.0, dont, 1
744, 0.5, be, 1
745, 0.2105, slut, 1
746, 0.5, think, 1
747, 0.5, be, 1
748, 0.0, swweety, 1
749, 0.4, Ok, 1
750, 0.4, ok, 1
751, 0.0, mebbe, 1
752, 0.4, ok, 1
753, 0.3529, don, 1
754, 0.5, be, 1
755, 0.4, ok, 1
756, 0.0, lol, 1
757, 0.5, hear, 1
758, 0.0, lol, 1
759, 0.0, wat, 1
760, 0.5, mean, 1
761, 0.5, be, 1
762, 0.0, jokin, 1
763, 0.5, be, 1
764, 0.0, Nevermoind, 1
765, 0.0, Dumbjoke, 1
766, 0.0, haha, 1
767, 0.3333, yea, 1
768, 0.5714, id, 1
769, 0.7143, tie, 1
770, 0.0, Noooooooooooooo, 1
771, 0.0, haah, 1
772, 0.0, Hahahaha, 1
773, 0.0, Handcuf, 1
774, 0.0, lol, 1
775, 0.5, be, 1
776, 0.75, have, 1
777, 0.5333, thought, 1
778, 0.0, lol, 1
779, 0.0, Haha, 1
780, 0.0, hehe, 1
781, 0.0, ty, 1
782, 0.3333, fine, 1
783, 0.0, wat, 1
784, 0.5882, do, 1
785, 0.8235, go, 1
786, 0.4444, school, 1
787, 0.0, chillin, 1
788, 0.0, Restin, 1
789, 0.5714, brain, 1
790, 0.0, haah, 1
791, 0.0, lol, 1
792, 0.0, dont, 1
793, 0.5882, do, 1
794, 0.4, ne, 1
795, 0.75, thing, 1
796, 0.875, work, 1
797, 0.0, nuthin, 1
798, 0.0, huh, 1
799, 0.0, lol, 1
800, 0.0, wat, 1
801, 0.0, L.a., 1
802, 0.2857, county, 1
803, 0.4615, garbage, 1
804, 0.4, man, 1
805, 0.5882, do, 1
806, 0.875, turn, 1
807, 0.0, Taht, 1
808, 0.5, be, 1
809, 0.0, kewl, 1
810, 0.875, job, 1
811, 0.0, kewl, 1
812, 0.0, struff, 1
813, 0.0, Lmao, 1
814, 0.4, suppose, 1
815, 0.0, ty, 1
816, 0.4, ok, 1
817, 0.5882, do, 1
818, 0.6667, property, 1
819, 0.7059, management, 1
820, 0.7692, stuff, 1
821, 0.6667, get, 1
822, 0.875, work, 1
823, 0.4, suppose, 1
824, 0.0, jess, 1
825, 0.6, tell, 1
826, 0.0, urself, 1
827, 0.0, Lol, 1
828, 0.4, ok, 1
829, 0.5, be, 1
830, 0.0, jessie, 1
831, 0.0, brithday, 1
832, 0.5, be, 1
833, 0.0, to-14-1992, 1
834, 0.4, k, 1
835, 0.6667, grade, 1
836, 0.5, like, 1
837, 0.5333, science, 1
838, 0.0, jessie, 1
839, 0.2222, mccarthy, 1
840, 0.5, be, 1
841, 0.2222, Singer, 1
842, 0.6316, Rock, 1
843, 0.625, pop, 1
844, 0.0, birtheday, 1
845, 0.5, be, 1
846, 0.6, phone, 1
847, 0.4, k, 1
848, 0.0, Tats, 1
849, 0.4, ok, 1
850, 0.5, be, 1
851, 0.25, aquarius, 1
852, 0.0, Wat, 1
853, 0.5, be, 1
854, 0.4286, pisces, 1
855, 0.0, Fishy, 1
856, 0.0, Haha, 1
857, 0.5, be, 1
858, 0.3333, water, 1
859, 0.0, bday, 1
860, 0.4286, valentine, 1
861, 0.625, day, 1
862, 0.8235, go, 1
863, 0.7368, swimming, 1
864, 0.0, yep, 1
865, 0.0, Kinda, 1
866, 0.0, Lotta, 1
867, 0.6667, love, 1
868, 0.0, bday, 1
869, 0.0, haah, 1
870, 0.0, lol, 1
871, 0.5, be, 1
872, 0.0, urs, 1
873, 0.0, to/21, 1
874, 0.0, Kewl, 1
875, 0.625, day, 1
876, 0.2222, ur, 1
877, 0.0, lol, 1
878, 0.0, lol, 1
879, 0.5882, do, 1
880, 0.5882, do, 1
881, 0.875, fun, 1
882, 0.6667, Hang, 1
883, 0.2353, mall, 1
884, 0.4, k, 1
885, 1.0, play, 1
886, 0.0, xbox, 1
887, 1.0, play, 1
888, 0.8571, need, 1
889, 0.875, game, 1
890, 0.0, Spongebo, 1
891, 0.0, lol, 1
892, 0.0, lol, 1
893, 0.0, Kool, 1
894, 0.5, come, 1
895, 0.4, k, 1
896, 0.6667, get, 1
897, 0.0, xma, 1
898, 0.8, want, 1
899, 0.0, sim, 1
900, 0.5, be, 1
901, 0.5, hear, 1
902, 0.4, buy, 1
903, 0.5714, m, 1
904, 0.5, be, 1
905, 0.3333, yea, 1
906, 0.5882, do, 1
907, 0.5, know, 1
908, 0.0, Fightng, 1
909, 0.875, game, 1
910, 0.0, sumthin, 1
911, 0.0, naw, 1
912, 0.6667, get, 1
913, 0.7143, sex, 1
914, 0.4615, n, 1
915, 0.7692, stuff, 1
916, 0.0, lol, 1
917, 0.875, game, 1
918, 0.0, kinda, 1
919, 0.4, k, 1
920, 0.375, t, 1
921, 0.6667, get, 1
922, 0.1818, mom, 1
923, 0.4, buy, 1
924, 0.8571, need, 1
925, 0.3529, coin, 1
926, 0.3529, Coin, 1
927, 0.4, buy, 1
928, 0.3333, cent, 1
929, 0.0, Haha, 1
930, 0.0, hhe, 1
931, 0.1667, da, 1
932, 0.0, alot, 1
933, 0.0, \, 1
934, 0.5, parent, 1
935, 0.0, huh, 1
936, 0.0, eh, 1
937, 0.0, sumtime, 1
