number,control,word,label
241, 0.2857, unbutton, 1
242, 0.1538, bra, 1
243, 0.4, k, 1
244, 0.6667, get, 1
245, 0.8235, go, 1
246, 0.0, kk, 1
247, 0.7059, talk, 1
248, 0.5, wit, 1
249, 0.0, tomorow, 1
250, 0.7059, talk, 1
251, 0.5714, tomorrow, 1
252, 0.6667, night, 1
253, 0.6667, night, 1
