number,person,word,label
1047, 0.2, yea, 1
1048, 0.0, naw, 1
1049, 0.1739, get, 1
1050, 0.375, sex, 1
1051, 0.5, n, 1
1052, 0.5714, stuff, 1
1053, 0.0, kinda, 1
1054, 0.3158, t, 1
1055, 0.8421, mom, 1
1056, 0.2222, buy, 1
1057, 0.4, need, 1
1058, 0.2105, coin, 1
1059, 0.2222, buy, 1
1060, 0.0, Haha, 1
1061, 0.0, eh, 1
1062, 0.0, sumtime, 1
1063, 0.0, wat, 1
1064, 0.2222, do, 1
1065, 0.25, fun, 1
1066, 0.0, Kewl, 1
1067, 1.0, friend, 1
1068, 0.0, borther, 1
1069, 1.0, have, 1
1070, 0.2857, play, 1
1071, 0.1739, get, 1
1072, 0.0, xbox, 1
1073, 0.0, lol, 1
1074, 0.375, k, 1
1075, 0.0, Haha, 1
1076, 0.0, wat, 1
1077, 0.2222, do, 1
1078, 0.0, lol, 1
1079, 0.2222, remove, 1
1080, 0.0, Haha, 1
1081, 0.2222, do, 1
1082, 1.0, wiggler, 1
1083, 0.0, ooo, 1
1084, 1.0, girl, 1
1085, 1.0, girl, 1
1086, 0.0, Haha, 1
1087, 0.2, think, 1
1088, 1.0, have, 1
1089, 0.7143, joystick, 1
1090, 0.0, Hmmmm, 1
1091, 0.0, Watever, 1
1092, 0.0, shoudl, 1
1093, 0.2222, do, 1
1094, 1.0, wit, 1
1095, 0.0, lol, 1
1096, 0.2353, wont, 1
1097, 0.2, make, 1
1098, 0.0, yhe, 1
1099, 0.9091, button, 1
1100, 0.375, be, 1
1101, 0.7692, stick, 1
1102, 0.0, Haha, 1
1103, 0.0, goona, 1
1104, 1.0, beat, 1
1105, 1.0, wit, 1
1106, 0.0, Hmmm, 1
1107, 0.0, wat, 1
1108, 0.0, coudl, 1
1109, 0.2222, do, 1
1110, 0.0, Haha, 1
1111, 0.4, c, 1
1112, 0.4, couple, 1
1113, 0.2857, time, 1
1114, 0.2222, move, 1
1115, 0.2353, summer, 1
1116, 0.2667, hr, 1
1117, 0.2, think, 1
1118, 0.375, be, 1
1119, 0.0, mira, 1
1120, 0.0, loma, 1
1121, 0.4706, riverside, 1
1122, 0.0, dont, 1
1123, 0.0, rememebr, 1
1124, 0.0, live, 1
1125, 0.0, st, 1
1126, 0.0, loui, 1
1127, 1.0, have, 1
1128, 0.375, be, 1
1129, 0.4706, snow, 1
1130, 0.0, Pretty, 1
1131, 0.0, mountan, 1
1132, 0.0, til, 1
1133, 1.0, sun, 1
1134, 0.0, nite, 1
1135, 1.0, sun, 1
1136, 0.2353, afternoon, 1
1137, 0.2, think, 1
1138, 0.375, y, 1
1139, 0.0, nah, 1
1140, 0.375, be, 1
1141, 0.2, Yea, 1
1142, 1.0, tom, 1
1143, 0.0, Aaround, 1
1144, 0.6667, call, 1
1145, 0.0, haha, 1
1146, 0.0, watever, 1
1147, 0.2222, do, 1
1148, 1.0, tease, 1
1149, 0.0, wat, 1
1150, 0.4, want, 1
1151, 0.8333, wear, 1
1152, 0.0, dont, 1
1153, 1.0, have, 1
1154, 0.4615, ne, 1
1155, 0.2222, buy, 1
1156, 0.0, lol, 1
1157, 0.0, lol, 1
1158, 0.0, nothin, 1
1159, 0.0, reall, 1
1160, 0.3333, ok, 1
1161, 0.6667, bra, 1
1162, 0.625, panty, 1
1163, 0.0, dont, 1
1164, 0.2, think, 1
1165, 0.0, coudl, 1
1166, 0.0, jsut, 1
1167, 0.0, sit, 1
1168, 1.0, nark, 1
1169, 0.0, Haha, 1
1170, 1.0, freak, 1
1171, 0.0, lol, 1
1172, 0.0, wat, 1
1173, 0.0, gon, 1
1174, 0.2222, do, 1
1175, 0.2222, do, 1
1176, 0.0, Haha, 1
1177, 0.0, wat, 1
1178, 0.0, gon, 1
1179, 0.8333, wear, 1
1180, 0.6667, bra, 1
1181, 0.625, panty, 1
1182, 0.0, lol, 1
1183, 0.0, Haha, 1
1184, 0.3333, ok, 1
1185, 0.1739, get, 1
1186, 0.875, cotton, 1
1187, 0.0, pnaty, 1
1188, 0.0, ud, 1
1189, 0.0, strect, 1
1190, 0.5333, Stretch, 1
1191, 0.1739, get, 1
1192, 0.375, ta, 1
1193, 0.7143, joystick, 1
1194, 0.0, dont, 1
1195, 0.0, lol, 1
1196, 0.0, Haha, 1
1197, 0.1739, get, 1
1198, 0.375, ta, 1
1199, 0.4, c, 1
1200, 0.0, tha, 1
1201, 0.3158, t, 1
1202, 1.0, silly, 1
1203, 0.375, be, 1
1204, 0.8421, mom, 1
1205, 0.375, be, 1
1206, 0.6667, call, 1
1207, 1.0, Miss, 1
1208, 0.0, dunoo, 1
1209, 0.1739, get, 1
1210, 0.625, movie, 1
1211, 0.0, Wat, 1
1212, 0.0, doin, 1
1213, 0.3333, ok, 1
1214, 0.8333, Wash, 1
1215, 0.0, panties, 1
1216, 0.2353, bye, 1
1217, 0.2222, January, 1
1218, 0.0, forget, 1
1219, 0.375, be, 1
1220, 0.0, lol, 1
1221, 0.375, k, 1
1222, 0.375, k, 1
1223, 0.375, K, 1
1224, 0.5, n, 1
1225, 0.1739, get, 1
1226, 0.3529, go, 1
1227, 0.4211, see, 1
1228, 0.0, narnia, 1
1229, 0.3333, wi, 1
1230, 1.0, friend, 1
1231, 0.625, movie, 1
1232, 0.0, lol, 1
1233, 0.375, be, 1
1234, 0.3529, go, 1
1235, 0.0, til, 1
1236, 1.0, tom, 1
1237, 0.3333, night, 1
1238, 0.375, y, 1
1239, 0.6667, wan, 1
1240, 0.375, come, 1
1241, 0.375, be, 1
1242, 0.5, n, 1
1243, 0.2222, do, 1
1244, 0.4, c, 1
1245, 0.3333, ok, 1
1246, 0.0, forget, 1
1247, 0.2353, leave, 1
1248, 0.6667, wan, 1
1249, 0.375, come, 1
1250, 0.4, want, 1
1251, 0.6667, call, 1
1252, 0.1739, get, 1
1253, 0.5, hell, 1
1254, 0.2, yea, 1
1255, 0.4, want, 1
1256, 0.2222, say, 1
1257, 0.375, hit, 1
1258, 0.2667, bunch, 1
1259, 1.0, bot, 1
1260, 0.3333, ok, 1
1261, 0.4706, address, 1
1262, 0.4706, address, 1
1263, 0.0, lol, 1
1264, 0.3333, ok, 1
1265, 0.0, lil, 1
1266, 0.1739, get, 1
1267, 0.375, ta, 1
1268, 0.1739, get, 1
1269, 0.3529, go, 1
1270, 1.0, missy, 1
1271, 0.7143, dump, 1
1272, 0.3333, ok, 1
1273, 0.1739, get, 1
1274, 1.0, cell, 1
1275, 0.6667, call, 1
1276, 0.3333, ok, 1
1277, 0.0, cya, 1
